"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012",
"Arab World","ARB","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","811380.984580635","872845.507735407","988210.800690267","976550.664489567","902975.387024131","1045617.4355012","1079846.41963254","1066588.01927465","1212818.30015767","1137090.99118642","979041.068331516","775887.632523326","714866.828120431","731066.280708288","677621.003784045","798735.797474148","807098.772227672","924599.109693613","982779.78768714","1005214.92573505","1005354.12401879","1088824.21641114","1139147.78914485","1151990.60915103","1173577.67923298","1192268.45106914","1254004.85091819","1324734.42374837","1306240.39261874","1386929.52897426","1379022.67082439","1332571.59595929","1430852.18287914","1526727.04558583","1604115.85441953","1638968.07888283","1639862.74981247","1710416.07008259","1610771.96875619","1683038.19496028","1758312.59175472","",
"Arab World","ARB","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","4.15831366112304","3.9814767767277","3.64163838201987","3.50095739063523","3.66131833022249","3.63132730351892","3.60914045869656","3.41059940295242","3.39829205350362","3.47955826939409","4.05790678322287","4.00718809448813","4.03461722974436","4.06383463752559","4.07286625679657","4.15402548953787","4.21112002062699","4.0484145936711","4.23694423426245","4.36632256070714","4.46974738456573","4.39423497711933","4.2777742622039","4.43713222626778","4.51037455921235","4.68833634555281","4.86071567876484","5.18486424341139","5.30159377598307","5.13482378249355","5.08738197415569","5.3160528494009","",
"Arab World","ARB","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","8.70939450960562","7.62442925376522","6.57315897191431","6.07878172953803","6.12710414445395","5.89682848016468","5.73262004835","5.26306099954208","5.06759670018504","5.00054171571747","5.61860759408959","5.36602532733165","5.29130339744269","5.21528223142989","5.12257585616312","5.10586701639085","5.08598508096883","4.79700231972424","4.95084098157073","5.02828917105583","5.03837720650209","4.84345263930699","4.63974226246461","4.71330012348131","4.66008574921283","4.68833634555281","4.70881032791172","4.88131398251636","4.88322449085439","4.6884089276993","4.58377370821467","4.69002577367483","",
"Arab World","ARB","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","-1490.04884822466","-1555.31653318078","-1600.75278177359","-1475.93241038777","-1246.9590011522","-1299.68468651161","-1213.19809821744","-1029.36045553866","-974.25230078677","-799.93693925122","-573.39605611014","-378.758133509013","-308.359822930441","-308.639335998786","-259.740774443281","-305.280491820095","-277.832408317163","-298.298487489509","-302.750023754381","-332.080639667063","-315.846301723291","-307.180917845831","-301.388894741879","-281.554672650647","-277.811114940918","-268.177666119194","-276.746629690573","-290.423209583211","-281.350619849881","-293.120922869705","-268.620541353536","-234.929603474212","-250.54510684332","-241.486960162447","-241.74169341049","-230.23759444418","-224.290057272615","-218.537136262225","-180.589913879316","-174.099587277409","-185.180060544157","",
"Arab World","ARB","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","1.40804374170554","1.43833747368223","1.25256347691236","1.39958834142416","1.38252649872064","1.45200545501468","1.51638401603238","1.39356135451225","1.24953714199848","1.11765945390432","0.975618323377366","0.878507966449276","0.752504115295616","0.763259885457537","0.699625260495931","0.666032752128247","0.69433464970477","0.639488244538731","0.646556748906284","0.701619234136881","0.624470520896663","0.544361075510143","0.521077664169794","0.510788311342155","0.495528242811393","0.520605727563096","0.523290047408575","0.516365424501035","0.54394350045077","0.518445053442601","0.534945107567585","0.437670806039953","0.469846750497043","0.451029164633658","0.530355057756333","0.497287547426237","0.522585248763226","0.434180896310849","0.423221756178672","0.496927405313779","0.486805012593202","",
"Arab World","ARB","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","84.4992324675455","84.6673548394901","85.8217929647763","86.2444033128264","86.9443558030649","87.73266407419","88.3098071387174","89.6051311845177","90.9649733701938","91.7452148292566","92.6842009666342","93.2843741904449","93.6244535039626","93.682824400514","93.8771133196998","94.0446600489258","94.3373130482973","94.6915142834489","94.8533913705254","94.4371922215678","94.6394984628321","95.1056218078562","95.315493143042","95.1534898633068","95.2437444701935","95.2790605543648","95.3407294293594","95.3652846729371","95.3022614794447","95.391042538867","95.4102902697663","95.6182926054089","95.7352949517896","96.0580408347857","96.1881795336357","96.2996003468433","96.4691779860766","96.8780030393285","96.9349217474741","97.0010579391629","96.9722896262988","",
"Arab World","ARB","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","114.818544377235","131.157358369633","152.133852881512","164.506646971843","163.209238234536","169.58268387214","174.44030679965","190.003497980929","197.332198902783","199.978333718694","177.980039227501","186.357674255941","188.989351939884","191.744177136474","195.214288295384","195.853122846678","196.618744270777","208.463522289372","201.98588557428","198.874799356462","198.476604472862","206.46428786864","215.529213355227","212.165568455544","214.588326012868","213.295277107958","212.367865843406","204.862871673846","204.782721309017","213.29197504338","218.16085689568","213.218444472739","",
"Arab World","ARB","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","50990.5916935821","52690.4637509638","58060.9448416072","61920.2762621595","66988.03344818","74648.0208916039","82168.8937878286","94371.2737517812","112814.556798511","126257.978908756","145280.067826256","161941.574293915","174927.395872752","178769.026848054","188223.084667346","196935.106460052","213453.447176104","231963.955809952","243835.16267208","232471.551451179","241580.520679867","267205.902344092","283589.672881146","301694.821047602","310393.632303453","323587.922991591","332602.518420198","339054.011519139","342274.342847781","352536.370373174","373824.332104966","397569.179375709","407874.499420804","446748.360287997","469044.532783649","495928.807640256","505295.377458083","536553.651528046","573632.125399432","613560.013386863","616095.997234711","",
"Arab World","ARB","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","14.099027183048","13.8875664489009","12.9172851449612","12.3443775756146","11.6607002102241","10.8034765599383","10.1755001586987","8.99661814899455","7.78664090589212","7.13692362721637","6.33880899706231","5.84381069503415","5.62790371061527","5.5591075321609","5.42556271646086","5.29886564243681","4.98765575474618","4.67210218066153","4.49980371744797","4.80055578271248","4.73624517598462","4.35219111273639","4.16480439348992","4.33422657687666","4.25265152912778","4.18208284384693","4.1168664903863","4.0840973874966","4.08740365828066","4.00383741958867","3.98778206245816","3.91425873985617","3.76912830918227","3.40478209706379","3.2095604620548","3.07824862178658","2.86156683369317","2.68391984601658","2.58220982076579","2.46186939535695","2.48082304737408","",
"Arab World","ARB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","400.507533376023","403.236418469247","433.671567900958","450.922099211516","475.553202554492","516.612286983844","553.346932143276","618.766952476453","720.162388615032","782.521029305397","874.785037866796","946.031575005636","991.25862287898","983.211465838549","1005.02761866598","1022.08368600836","1078.77172794948","1141.59499331803","1169.85944683007","1081.05125937832","1098.61557838072","1155.24636713654","1182.77715849381","1221.29320997603","1282.85483281262","1309.6333751931","1319.38642546304","1318.94994386236","1304.76302454816","1317.83425089897","1368.68645766072","1424.6384023954","1430.79939365708","1526.90016848509","1567.52753060545","1619.17336247553","1611.97679837423","1679.59416312582","1755.24572174892","1837.28034614999","1806.9027496176","",
"Arab World","ARB","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.165","","0.21","","0.19","","0.24","","0.39","","0.49","","0.44","","0.47",
"Arab World","ARB","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.31","","0.28","","0.295","","0.32","","0.37","","0.49","","0.55","","0.58",
"United Arab Emirates","ARE","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","52785.12","59794.689","76137.032","83246.607","84431.823","97022.669","101279.602","94611.151","95381.931","90214.013","82498.727","71006.323","66241.489","64301.64","63405.713","73227.803","80110.444","83694.796","101078.639","110198.689","127287.14","133962.036","131286.803","133565.217","137030.36","142062.163","147193.332","150933.187","142746.954","156403.453","152325.131","148975.71","163330.245","171111.829","174351.189","185135.186","185493.569","187011.843","168799.836","176291.41","190120.026","",
"United Arab Emirates","ARE","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","8.26970077116111","7.71727574437603","7.00858682408382","7.2027522328955","5.99498054710431","5.24394422797448","4.01310102521592","3.84686587483832","3.77940993259252","3.8158771674065","4.70089018799778","4.26296177718868","4.72590272258141","4.64986378527237","4.57725057322195","4.70259123396366","4.4819176046913","5.00655791453381","4.90344935857269","5.03319893177793","5.47656059652131","5.15924125690843","4.94526474412425","5.54689666553816","5.93535214868233","6.29302871483648","6.72286947672495","6.30691606396189","5.9316009259409","5.66181975628204","5.41663897050242","5.48492427113215","",
"United Arab Emirates","ARE","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","17.320503541087","14.7783915979921","12.6505024745523","12.506281508262","10.0324164257664","8.51551983263795","6.37425549282036","5.93628490605037","5.63592681309022","5.48387222754936","6.50888714804046","5.70853184987896","6.19790768443308","5.96735697707082","5.7569563534938","5.7801295474802","5.41304117667908","5.93231482946374","5.72964775867633","5.79626890422175","6.17327461834207","5.68666464417797","5.36371309611096","5.89213649839997","6.13236209133468","6.29302871483648","6.51276876026807","5.9376747633644","5.46351533811323","5.16958856171038","4.88043701574043","4.83901062066444","",
"United Arab Emirates","ARE","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","-5116.127119649","-5588.7293218204","-5734.55040638071","-6106.88421843755","-4258.01668326115","-3842.63742265398","-2365.80416743967","-1883.33713113701","-1612.65153059072","-1147.41413330214","-829.979227888895","-634.534010189252","-611.182982924691","-432.410423816868","-362.228359601674","-369.883003129503","-363.066417957467","-371.659482382113","-393.384174845835","-439.553111532586","-441.926854026259","-499.196571731654","-458.344879858301","-412.653231500643","-394.967458765432","-354.216507637889","-376.723725826875","-370.761391269686","-337.702300584786","-360.764590139207","-307.673332877107","-267.132050787028","-306.396215984896","-304.427360401433","-303.299424799708","-303.25098796774","-256.886921181975","-220.515380430491","-178.216011274484","-179.388449582104","-187.588686275941","",
"United Arab Emirates","ARE","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"United Arab Emirates","ARE","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","100","100","100","100","100","100","100","100","99.999982044277","99.9999861727232","100.000011272649","100.000010344628","99.9999892637833","99.9999917201113","100","100","100","100","100","100","100.000004257515","99.8552217089787","99.8873714104129","99.9096443670454","99.9149675375092","99.9435547224081","99.9428229489652","99.947226432446","99.9481215884747","99.950156624096","99.9547137073159","99.9583027709731","99.957899873508","99.9408834725368","99.9353383697266","99.9294956755031","99.9278159152304","100.877920012277","100.881574767445","100.924843016215","100.97000661581","",
"United Arab Emirates","ARE","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","57.7350420343059","67.6663622945185","79.0482434995446","79.9598185391376","99.6768831716041","117.432642945324","156.881066522412","168.455526617461","177.433106064714","182.352899284614","153.63609435156","175.176389708889","161.344771641507","167.578377469696","173.702897607191","173.006503017902","184.739034372819","168.568261925909","174.530798771305","172.524776977073","161.988581721084","175.850003925202","186.438010773743","169.717724677891","163.069301046826","158.905996669361","153.54452719105","168.41609550089","183.03234055628","193.438991916437","204.899683527272","206.653813845668","",
"United Arab Emirates","ARE","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","1011.96","1051.108","1304.934","1341.198","1937.391","2460.857","4107.366","4770.301","5569.255","7232.082","8871.029","9666.853","9314.268","12077.457","13717.4","15584.263","17299.99","17744.75","20486.802","20424.067","23487.882","22356.943","23513.568","26053.716","27684.721","31276.31","30876.024","32061.505","32612.795","33944.33","37364.507","40578.236","40189.903","42309.657","43231.202","45910.659","51975.446","58347.229","60672.222","63099.033","66108.312","",
"United Arab Emirates","ARE","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.368","26.483","23.541","23.541","17.655","17.655","16.92","16.92","16.92","16.92","16.92","16.92","25.012","27.955","32.368","37.518","43.403","48.553","52.231","55.173","",
"United Arab Emirates","ARE","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.144778291021272","0.112628589587084","0.0903556329546234","0.0850324624907724","0.0564484749000122","0.0571802897937895","0.0527735675539873","0.0518814778064867","0.0498463219041295","0.0452836163474604","0.0416972290269099","0.0421001264919699","0.0591165274632219","0.0646639434175344","0.0705021463534209","0.072184084769566","0.0743874229228607","0.080025089570644","0.0827762289162181","0.0834584915736466","",
"United Arab Emirates","ARE","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","3717.55733603712","3259.8662072516","3410.70938502192","2961.69575663357","3636.64024987705","3947.16015718983","5676.16017865805","5766.86762791181","6013.58690957465","7126.4326361688","8133.63376304256","8364.02988496796","7663.66733038227","9455.45838878885","10182.0195395252","10921.6477505668","11420.6580679404","11027.2687161704","12001.0438847509","11305.8896273342","12310.1977880526","11106.4075744532","11085.328994792","11671.9803562381","11799.2848329608","12658.3225743784","11834.4602687704","11643.9180271785","11270.4776116515","11216.2530994412","11929.5230937415","12586.4225121271","11928.4277765939","11564.2558008975","10419.961710176","9416.33681246704","8965.38468371826","8582.19760290117","7860.80777433532","7474.82751067726","7407.01410942807","",
